index,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,age,hours_per_week,attendance_rate,sleep_duration
6450,2,No,Arts,Auditory,Male,No,43.0,19.0,16.0,9.0,75.0,6.0
6451,1,Yes,Arts,Auditory,Female,Yes,52.0,19.0,16.0,18.0,95.0,8.0
6452,1,No,Arts,Visual,Male,Yes,59.0,21.0,15.0,17.0,98.0,8.0
6453,0,No,None,Auditory,Female,Yes,95.0,6.0,15.0,9.0,96.0,8.0
6454,0,No,None,Auditory,Male,No,68.0,10.0,15.0,12.0,95.0,8.0
6455,2,Yes,Sports,Visual,Male,No,68.0,13.0,15.0,14.0,93.0,8.0
6456,0,Yes,Sports,Auditory,Male,Yes,79.0,10.0,15.0,10.0,91.0,8.0
6457,1,Yes,None,Visual,Female,No,57.0,5.0,16.0,11.0,92.0,8.0
6458,1,Yes,Sports,Auditory,Female,Yes,48.0,16.0,15.0,4.0,98.0,8.0
6459,1,No,Sports,Visual,Male,No,78.0,10.0,15.0,9.0,98.0,8.0
6460,1,Yes,Clubs,Auditory,Female,No,69.0,17.0,16.0,6.0,91.0,8.0
6461,2,Yes,Clubs,Visual,Male,No,44.0,14.0,15.0,10.0,90.0,8.0
6462,2,Yes,Sports,Auditory,Male,No,58.0,10.0,15.0,8.0,90.0,8.0
6463,0,No,None,Auditory,Female,Yes,63.0,25.0,15.0,6.0,97.0,8.0
6464,0,No,None,Visual,Male,Yes,90.0,14.0,16.0,9.0,95.0,8.0
6465,2,No,Arts,Auditory,Male,No,43.0,23.0,15.0,4.0,69.0,7.0
6466,0,No,Sports,Visual,Male,Yes,76.0,17.0,16.0,11.0,99.0,8.0
6467,2,No,Clubs,Visual,Female,No,72.0,12.0,15.0,16.0,99.0,8.0
6468,0,Yes,Clubs,Visual,Female,Yes,70.0,2.0,15.0,18.0,97.0,8.0
6469,1,No,Clubs,Auditory,Female,Yes,70.0,22.0,16.0,10.0,96.0,8.0
6470,0,No,None,Visual,Female,No,89.0,7.0,15.0,10.0,97.0,8.0
6471,1,No,Clubs,Visual,Male,Yes,76.0,19.0,16.0,12.0,93.0,8.0
6472,1,Yes,Arts,Auditory,Male,No,81.0,18.0,6.0,6.0,98.0,8.0
6473,2,No,Clubs,Auditory,Female,Yes,71.0,1.0,16.0,13.0,97.0,8.0
6474,2,Yes,Arts,Visual,Female,No,84.0,17.0,16.0,9.0,99.0,8.0
6475,1,No,Clubs,Visual,Male,No,51.0,21.0,15.0,11.0,99.0,8.0
6476,2,No,Clubs,Auditory,Male,No,38.0,18.0,16.0,1.0,92.0,8.0
6477,2,Yes,Clubs,Visual,Male,Yes,79.0,14.0,16.0,7.0,90.0,8.0
6478,1,No,Sports,Auditory,Male,No,58.0,20.0,16.0,13.0,94.0,8.0
6479,0,No,None,Visual,Female,No,81.0,5.0,16.0,7.0,95.0,8.0
6480,0,No,None,Visual,Female,No,79.0,2.0,15.0,8.0,97.0,8.0
6481,1,No,Arts,Visual,Male,No,51.0,23.0,16.0,13.0,97.0,8.0
6482,2,No,Sports,Visual,Female,No,69.0,14.0,15.0,8.0,97.0,8.0
6483,2,No,Sports,Visual,Female,No,71.0,18.0,15.0,18.0,93.0,8.0
6484,0,No,Arts,Visual,Female,Yes,60.0,16.0,16.0,11.0,93.0,8.0
6485,0,No,Sports,Auditory,Male,Yes,96.0,18.0,16.0,10.0,92.0,7.0
6486,1,No,Arts,Visual,Female,Yes,63.0,20.0,5.0,5.0,95.0,8.0
6487,2,No,Sports,Auditory,Female,Yes,66.0,11.0,16.0,6.0,97.0,8.0
6488,0,Yes,None,Visual,Female,No,82.0,13.0,16.0,7.0,95.0,8.0
6489,1,Yes,None,Visual,Male,Yes,87.0,14.0,16.0,8.0,97.0,8.0
6490,1,No,Arts,Visual,Male,No,66.0,18.0,16.0,13.0,94.0,8.0
6491,0,No,Sports,Visual,Male,Yes,62.0,20.0,16.0,11.0,94.0,8.0
6492,2,No,Sports,Auditory,Male,No,43.0,24.0,16.0,13.0,99.0,8.0
6493,1,Yes,None,Visual,Male,No,83.0,14.0,16.0,9.0,99.0,8.0
6494,0,No,Clubs,Visual,Male,No,76.0,17.0,16.0,15.0,94.0,8.0
6495,1,No,Clubs,Visual,Female,Yes,64.0,6.0,16.0,9.0,97.0,8.0
6496,0,No,None,Auditory,Male,No,72.0,12.0,15.0,18.0,92.0,8.0
6497,0,No,Sports,Auditory,Female,No,91.0,18.0,16.0,8.0,96.0,8.0
6498,0,No,Arts,Auditory,Male,Yes,95.0,13.0,16.0,7.0,91.0,8.0
6499,2,No,Clubs,Visual,Male,No,70.0,14.0,16.0,16.0,95.0,8.0
6500,1,Yes,None,Visual,Male,No,96.0,13.0,16.0,8.0,92.0,8.0
6501,0,No,None,Visual,Female,No,90.0,9.0,15.0,10.0,97.0,8.0
6502,2,No,Clubs,Auditory,Female,Yes,56.0,12.0,6.0,17.0,94.0,8.0
6503,0,No,Clubs,Auditory,Male,Yes,77.0,18.0,15.0,10.0,93.0,8.0
6504,1,Yes,Arts,Visual,Female,No,49.0,30.0,16.0,5.0,66.0,6.0
6505,1,Yes,NONE,Auditory,Female,Yes,71.0,11.0,16.0,8.0,98.0,8.0
6506,2,No,Arts,Visual,Female,Yes,74.0,11.0,15.0,18.0,92.0,8.0
6507,1,No,Sports,Visual,Male,Yes,59.0,18.0,15.0,12.0,96.0,8.0
6509,1,Yes,Arts,Auditory,Male,Yes,77.0,13.0,15.0,9.0,100.0,8.0
6510,0,No,None,Visual,Female,No,92.0,17.0,15.0,9.0,98.0,8.0
6511,1,Yes,SPORTS,Auditory,Female,No,79.0,7.0,16.0,7.0,98.0,8.0
6512,0,Yes,Clubs,Visual,Female,No,76.0,14.0,15.0,15.0,95.0,8.0
6513,1,No,Sports,Auditory,Male,Yes,58.0,24.0,16.0,14.0,92.0,8.0
6514,2,No,Sports,Auditory,Female,Yes,53.0,9.0,15.0,12.0,90.0,8.0
6515,0,No,Arts,Auditory,Male,No,58.0,19.0,16.0,15.0,95.0,8.0
6516,2,No,Clubs,Auditory,Female,Yes,74.0,4.0,16.0,14.0,95.0,8.0
6517,2,No,Clubs,Auditory,Female,Yes,46.0,13.0,16.0,9.0,68.0,6.0
6518,2,No,Clubs,Visual,Male,Yes,55.0,17.0,16.0,19.0,93.0,8.0
6521,1,No,Arts,Auditory,Female,Yes,62.0,12.0,5.0,9.0,97.0,8.0
6522,1,Yes,None,Auditory,Male,Yes,81.0,18.0,16.0,7.0,92.0,8.0
6523,0,Yes,Arts,Visual,Female,Yes,85.0,6.0,15.0,10.0,91.0,8.0
6524,2,No,Arts,Auditory,Female,Yes,60.0,14.0,15.0,14.0,98.0,8.0
6525,1,No,Clubs,Auditory,Female,No,51.0,4.0,5.0,9.0,99.0,8.0
6526,2,No,None,Visual,Female,Yes,64.0,14.0,15.0,19.0,99.0,8.0
6527,0,No,Arts,Auditory,Female,Yes,70.0,0.0,16.0,8.0,91.0,8.0
6528,0,No,Sports,Visual,Female,Yes,78.0,24.0,15.0,8.0,92.0,8.0
6529,1,Yes,Arts,Auditory,Male,Yes,75.0,18.0,6.0,13.0,93.0,8.0
6530,1,No,Sports,Auditory,Female,No,46.0,9.0,15.0,13.0,75.0,7.0
6531,0,No,Arts,Auditory,Male,No,68.0,10.0,16.0,7.0,96.0,8.0
6532,1,No,Sports,Auditory,Male,No,49.0,19.0,16.0,10.0,62.0,5.0
6533,1,Yes,None,Visual,Female,No,83.0,1.0,15.0,10.0,92.0,8.0
6535,0,No,Arts,Visual,Female,Yes,90.0,6.0,16.0,7.0,98.0,8.0
6536,0,No,None,Visual,Male,Yes,88.0,12.0,16.0,10.0,91.0,8.0
6537,0,Yes,Sports,Auditory,Male,Yes,75.0,12.0,16.0,12.0,94.0,8.0
6538,1,No,Arts,Auditory,Female,Yes,58.0,12.0,15.0,5.0,93.0,8.0
6539,2,Yes,Sports,Visual,Female,Yes,76.0,13.0,16.0,11.0,90.0,8.0
6540,0,No,None,Auditory,Female,Yes,69.0,10.0,15.0,11.0,97.0,8.0
6541,0,Yes,Clubs,Auditory,Female,No,77.0,11.0,15.0,8.0,99.0,8.0
6542,0,Yes,Sports,Auditory,Male,Yes,79.0,10.0,16.0,8.0,93.0,8.0
6543,2,Yes,Clubs,Visual,Female,No,68.0,8.0,5.0,19.0,90.0,8.0
6544,0,Yes,Arts,Visual,Male,Yes,77.0,17.0,15.0,7.0,99.0,8.0
6545,0,No,Clubs,Auditory,Male,No,63.0,12.0,15.0,10.0,91.0,8.0
6546,0,No,Arts,Auditory,Male,Yes,96.0,21.0,16.0,6.0,91.0,8.0
6547,2,No,None,Visual,Male,Yes,84.0,13.0,16.0,8.0,93.0,8.0
6548,1,No,None,Visual,Male,No,55.0,21.0,16.0,13.0,99.0,8.0
6549,0,Yes,None,Auditory,Female,Yes,72.0,10.0,16.0,8.0,96.0,8.0
6550,0,No,Sports,Auditory,Male,No,59.0,12.0,16.0,16.0,97.0,8.0
6551,2,No,Arts,Auditory,Female,No,53.0,5.0,15.0,11.0,90.0,8.0
6552,1,No,Clubs,Auditory,Male,No,55.0,15.0,15.0,15.0,97.0,8.0
6553,0,No,Sports,Visual,Female,No,67.0,23.0,15.0,14.0,94.0,8.0
6554,1,Yes,Arts,Visual,Male,No,50.0,12.0,15.0,9.0,94.0,8.0
6555,1,Yes,Clubs,Auditory,Female,Yes,71.0,6.0,16.0,8.0,98.0,8.0
6556,0,Yes,Sports,Auditory,Male,Yes,80.0,20.0,15.0,8.0,95.0,8.0
6557,0,No,Arts,Auditory,Female,Yes,74.0,20.0,15.0,14.0,94.0,8.0
6558,0,No,Clubs,Visual,Male,Yes,93.0,11.0,16.0,9.0,98.0,8.0
6559,1,Yes,Clubs,Visual,Male,Yes,79.0,15.0,16.0,7.0,91.0,7.0
6560,0,No,Clubs,Visual,Male,No,74.0,25.0,15.0,10.0,94.0,8.0
6561,0,No,None,Auditory,Male,No,63.0,17.0,16.0,8.0,94.0,8.0
6562,1,No,Sports,Auditory,Male,Yes,48.0,19.0,15.0,15.0,79.0,7.0
6563,0,No,Clubs,Auditory,Female,No,61.0,20.0,15.0,10.0,93.0,8.0
6564,2,No,None,Auditory,Male,Yes,68.0,15.0,16.0,16.0,91.0,8.0
6565,1,Yes,None,Auditory,Female,No,56.0,8.0,15.0,5.0,100.0,8.0
6566,2,No,Clubs,Auditory,Male,Yes,67.0,19.0,15.0,18.0,97.0,8.0
6567,1,Yes,CLUBS,Auditory,Male,Yes,73.0,10.0,15.0,6.0,95.0,8.0
6568,1,Yes,None,Visual,Male,No,95.0,18.0,15.0,8.0,94.0,8.0
6569,1,Yes,Arts,Visual,Female,No,51.0,17.0,15.0,7.0,99.0,8.0
6570,2,No,Sports,Auditory,Female,Yes,58.0,0.0,15.0,10.0,90.0,8.0
6571,0,No,Clubs,Auditory,Male,Yes,73.0,14.0,16.0,16.0,98.0,8.0
6572,1,No,Arts,Visual,Male,Yes,71.0,14.0,16.0,9.0,97.0,8.0
6573,0,Yes,Arts,Auditory,Male,Yes,71.0,11.0,15.0,11.0,97.0,8.0
6574,1,No,Arts,Visual,Female,No,50.0,26.0,15.0,13.0,94.0,8.0
6575,1,Yes,Arts,Visual,Female,Yes,82.0,15.0,15.0,8.0,92.0,8.0
6576,1,No,None,Auditory,Male,Yes,61.0,23.0,15.0,8.0,97.0,8.0
6577,1,No,Arts,Auditory,Male,No,51.0,17.0,16.0,9.0,99.0,8.0
6578,1,Yes,None,Auditory,Male,Yes,70.0,15.0,16.0,8.0,94.0,8.0
6579,2,No,Arts,Auditory,Male,No,73.0,18.0,16.0,19.0,91.0,8.0
6580,0,Yes,None,Auditory,Female,Yes,75.0,10.0,16.0,7.0,90.0,8.0
6581,1,No,Sports,Visual,Male,Yes,60.0,16.0,15.0,7.0,94.0,8.0
6582,2,Yes,Sports,Auditory,Female,No,60.0,11.0,15.0,6.0,94.0,8.0
6583,1,Yes,Sports,Visual,Female,No,49.0,13.0,15.0,3.0,99.0,8.0
6584,0,Yes,Clubs,Visual,Female,Yes,87.0,4.0,15.0,9.0,94.0,8.0
6585,0,No,None,Visual,Male,Yes,67.0,17.0,16.0,8.0,95.0,8.0
6586,1,No,Sports,Visual,Male,No,59.0,19.0,16.0,12.0,98.0,8.0
6587,1,No,Arts,Auditory,Male,No,48.0,21.0,16.0,4.0,99.0,8.0
6588,2,Yes,Arts,Auditory,Female,No,42.0,0.0,15.0,7.0,87.0,8.0
6589,1,No,Arts,Auditory,Female,No,54.0,9.0,16.0,14.0,95.0,8.0
6590,1,No,Sports,Visual,Male,No,51.0,18.0,16.0,10.0,93.0,8.0
6591,0,Yes,None,Visual,Male,Yes,80.0,19.0,16.0,10.0,93.0,8.0
6592,0,No,Arts,Auditory,Male,No,56.0,17.0,16.0,15.0,99.0,8.0
6593,2,No,Clubs,Auditory,Male,Yes,56.0,13.0,16.0,9.0,97.0,8.0
6594,2,Yes,Sports,Visual,Female,No,72.0,0.0,15.0,9.0,98.0,8.0
6595,0,No,Sports,Auditory,Female,No,61.0,15.0,16.0,8.0,90.0,8.0
6596,2,No,Sports,Visual,Male,Yes,60.0,14.0,16.0,9.0,90.0,8.0
6597,1,No,Arts,Auditory,Female,Yes,56.0,15.0,15.0,14.0,91.0,8.0
6598,0,Yes,Clubs,Visual,Female,No,79.0,6.0,16.0,7.0,94.0,8.0
6599,1,No,Arts,Auditory,Male,No,55.0,18.0,15.0,10.0,97.0,8.0
6600,1,No,Sports,Visual,Female,Yes,66.0,10.0,16.0,14.0,93.0,8.0
6601,1,No,Sports,Auditory,Male,No,55.0,27.0,15.0,9.0,93.0,8.0
6602,2,No,Arts,Visual,Female,Yes,58.0,11.0,16.0,11.0,95.0,8.0
6603,1,No,Arts,Visual,Male,No,48.0,23.0,16.0,9.0,89.0,8.0
6604,1,No,Clubs,Auditory,Male,Yes,61.0,27.0,15.0,8.0,94.0,8.0
6605,1,Yes,Arts,Visual,Male,Yes,78.0,12.0,15.0,5.0,92.0,8.0
6606,0,No,None,Visual,Male,Yes,91.0,13.0,15.0,10.0,90.0,8.0
6607,0,Yes,Sports,Visual,Male,Yes,71.0,10.0,16.0,15.0,93.0,8.0
6608,2,No,None,Auditory,Male,Yes,70.0,18.0,16.0,10.0,91.0,8.0
6609,0,No,Arts,Auditory,Male,No,70.0,17.0,16.0,12.0,93.0,8.0
6610,1,Yes,Sports,Auditory,Female,Yes,79.0,13.0,16.0,6.0,100.0,8.0
6611,1,No,Sports,Auditory,Male,Yes,48.0,15.0,15.0,8.0,80.0,8.0
6612,1,No,Arts,Auditory,Male,No,51.0,26.0,16.0,7.0,91.0,7.0
6613,0,No,None,Visual,Male,Yes,93.0,12.0,16.0,9.0,95.0,8.0
6614,0,Yes,Clubs,Visual,Female,No,74.0,0.0,15.0,12.0,96.0,8.0
6615,1,No,Sports,Visual,Male,Yes,63.0,25.0,16.0,13.0,95.0,8.0
6616,1,No,Clubs,Auditory,Female,No,63.0,1.0,16.0,19.0,98.0,8.0
6617,0,No,Arts,Auditory,Female,Yes,68.0,19.0,16.0,14.0,92.0,8.0
6618,0,No,None,Visual,Male,Yes,84.0,11.0,16.0,8.0,97.0,8.0
6619,2,No,Clubs,Auditory,Female,Yes,45.0,9.0,16.0,1.0,70.0,5.0
6620,2,Yes,Sports,Auditory,Female,No,36.0,1.0,16.0,2.0,91.0,8.0
6621,1,No,Arts,Auditory,Female,No,57.0,18.0,15.0,18.0,96.0,8.0
6622,1,No,Clubs,Auditory,Female,No,48.0,18.0,16.0,4.0,93.0,8.0
6623,0,No,None,Auditory,Female,Yes,93.0,12.0,15.0,8.0,97.0,8.0
6624,0,No,None,Auditory,Male,No,71.0,19.0,16.0,20.0,99.0,8.0
6625,1,No,Arts,Visual,Male,No,54.0,17.0,16.0,16.0,96.0,8.0
6626,0,No,None,Visual,Female,Yes,79.0,22.0,15.0,8.0,94.0,8.0
6628,0,Yes,Sports,Auditory,Female,Yes,78.0,4.0,16.0,6.0,93.0,7.0
6629,1,No,Arts,Auditory,Male,Yes,53.0,23.0,15.0,12.0,100.0,8.0
6630,1,Yes,Clubs,Auditory,Female,Yes,47.0,14.0,16.0,13.0,96.0,8.0
6631,0,No,Clubs,Visual,Male,No,67.0,22.0,16.0,13.0,95.0,8.0
6632,0,Yes,NONE,Visual,Female,No,85.0,12.0,15.0,6.0,98.0,8.0
6633,2,No,Arts,Auditory,Female,Yes,53.0,13.0,15.0,10.0,99.0,8.0
6634,1,No,Arts,Auditory,Male,No,39.0,15.0,15.0,13.0,51.0,4.0
6635,0,Yes,None,Visual,Male,Yes,87.0,14.0,15.0,6.0,94.0,8.0
6636,2,No,Clubs,Auditory,Male,Yes,67.0,14.0,16.0,12.0,98.0,8.0
6637,1,Yes,Sports,Auditory,Female,Yes,76.0,17.0,16.0,8.0,93.0,8.0
6638,2,No,Sports,Auditory,Male,No,44.0,18.0,16.0,11.0,95.0,8.0
6639,1,Yes,Sports,Auditory,Male,No,79.0,16.0,16.0,5.0,93.0,8.0
6640,2,No,Sports,Visual,Female,No,75.0,20.0,15.0,7.0,97.0,8.0
6641,2,Yes,Arts,Auditory,Female,No,42.0,1.0,15.0,7.0,95.0,8.0
6642,1,No,Sports,Visual,Male,Yes,52.0,13.0,15.0,15.0,98.0,8.0
6643,1,No,Arts,Auditory,Female,Yes,64.0,21.0,15.0,14.0,91.0,8.0
6644,1,No,Sports,Visual,Male,No,52.0,25.0,15.0,19.0,95.0,8.0
6645,1,No,Sports,Auditory,Female,Yes,57.0,16.0,15.0,17.0,97.0,8.0
6646,1,No,Sports,Auditory,Female,Yes,58.0,10.0,15.0,5.0,92.0,8.0
6647,2,No,None,Visual,Female,Yes,62.0,18.0,15.0,7.0,93.0,8.0
6648,2,No,Arts,Auditory,Male,Yes,44.0,20.0,15.0,3.0,98.0,8.0
6649,0,No,None,Auditory,Female,Yes,94.0,2.0,15.0,10.0,96.0,8.0
6650,1,Yes,None,Auditory,Male,Yes,87.0,17.0,16.0,6.0,92.0,7.0
6651,0,Yes,None,Auditory,Female,No,82.0,14.0,15.0,8.0,91.0,8.0
6652,0,No,None,Visual,Male,Yes,80.0,21.0,16.0,9.0,96.0,8.0
6653,1,Yes,Sports,Visual,Male,No,56.0,22.0,16.0,9.0,99.0,8.0
6655,2,No,Arts,Auditory,Male,No,59.0,11.0,16.0,19.0,95.0,8.0
6656,0,No,None,Visual,Female,No,90.0,17.0,15.0,8.0,90.0,7.0
6657,1,Yes,Sports,Visual,Female,No,56.0,0.0,16.0,6.0,98.0,8.0
6658,1,Yes,None,Auditory,Male,No,48.0,30.0,16.0,12.0,96.0,8.0
6659,2,Yes,None,Visual,Male,Yes,72.0,15.0,6.0,18.0,98.0,8.0
6660,0,No,None,Auditory,Female,Yes,93.0,18.0,16.0,10.0,91.0,8.0
6661,1,Yes,Sports,Auditory,Female,Yes,49.0,12.0,15.0,14.0,52.0,4.0
6662,2,No,Arts,Visual,Male,Yes,57.0,11.0,16.0,8.0,95.0,8.0
6663,2,No,Clubs,Auditory,Male,Yes,42.0,18.0,15.0,3.0,95.0,8.0
6664,0,No,Clubs,Visual,Female,No,73.0,14.0,15.0,12.0,100.0,8.0
6665,0,No,Sports,Visual,Male,No,72.0,12.0,16.0,5.0,96.0,8.0
6666,0,No,Arts,Visual,Male,Yes,73.0,27.0,6.0,11.0,93.0,8.0
6667,1,No,Arts,Visual,Male,Yes,69.0,23.0,15.0,8.0,94.0,8.0
6668,1,Yes,None,Auditory,Male,Yes,85.0,20.0,16.0,9.0,96.0,8.0
6669,2,No,None,Auditory,Male,Yes,72.0,17.0,16.0,16.0,96.0,8.0
6670,1,Yes,None,Visual,Male,Yes,88.0,13.0,15.0,5.0,90.0,8.0
6671,2,No,Sports,Visual,Male,Yes,54.0,14.0,15.0,9.0,97.0,8.0
6672,2,No,Clubs,Auditory,Male,No,47.0,13.0,15.0,3.0,81.0,7.0
6673,1,No,Clubs,Auditory,Female,No,61.0,1.0,15.0,17.0,100.0,8.0
6674,0,Yes,Arts,Visual,Female,No,81.0,14.0,15.0,7.0,92.0,8.0
6675,0,No,Arts,Auditory,Female,No,57.0,4.0,16.0,19.0,97.0,8.0
6676,0,Yes,None,Auditory,Male,Yes,76.0,10.0,15.0,12.0,94.0,8.0
6677,2,No,Arts,Auditory,Female,No,53.0,14.0,15.0,20.0,93.0,8.0
6678,1,No,Sports,Auditory,Male,No,45.0,14.0,16.0,8.0,72.0,7.0
6679,2,Yes,Sports,Auditory,Female,Yes,46.0,19.0,15.0,11.0,94.0,8.0
6680,0,No,None,Auditory,Male,Yes,87.0,11.0,15.0,8.0,95.0,8.0
6681,1,No,Sports,Auditory,Female,No,50.0,5.0,16.0,20.0,83.0,7.0
6682,1,Yes,None,Auditory,Male,Yes,76.0,14.0,16.0,9.0,95.0,7.0
6683,1,Yes,Arts,Auditory,Female,Yes,71.0,10.0,15.0,11.0,96.0,8.0
6684,2,Yes,Arts,Auditory,Male,Yes,58.0,15.0,15.0,17.0,93.0,8.0
6685,2,No,Arts,Visual,Male,No,75.0,17.0,15.0,8.0,98.0,8.0
6686,0,No,None,Auditory,Female,Yes,93.0,16.0,16.0,9.0,91.0,8.0
6687,1,Yes,None,Auditory,Male,Yes,87.0,17.0,15.0,6.0,96.0,8.0
6688,2,No,Arts,Auditory,Male,No,54.0,14.0,16.0,9.0,94.0,8.0
6689,2,No,Sports,Visual,Female,Yes,70.0,15.0,16.0,12.0,96.0,8.0
6690,0,No,None,Auditory,Male,No,66.0,11.0,15.0,16.0,96.0,8.0
6691,1,Yes,Sports,Visual,Male,Yes,45.0,16.0,15.0,4.0,96.0,8.0
6692,0,Yes,Sports,Visual,Male,No,77.0,14.0,15.0,8.0,92.0,8.0
6693,1,Yes,None,Visual,Female,Yes,85.0,7.0,16.0,7.0,95.0,8.0
6694,0,No,NONE,Visual,Female,Yes,93.0,23.0,16.0,7.0,96.0,8.0
6695,1,Yes,None,Auditory,Male,No,81.0,17.0,16.0,9.0,92.0,8.0
6696,1,Yes,None,Visual,Female,Yes,98.0,4.0,15.0,8.0,90.0,8.0
6697,0,No,None,Auditory,Female,Yes,58.0,4.0,16.0,11.0,99.0,8.0
6698,1,No,Arts,Visual,Male,Yes,59.0,27.0,15.0,12.0,95.0,8.0
6699,2,No,Clubs,Auditory,Male,Yes,54.0,17.0,16.0,12.0,95.0,8.0
6700,1,No,Clubs,Visual,Male,Yes,63.0,26.0,16.0,17.0,92.0,8.0
6701,1,No,Clubs,Visual,Female,No,59.0,22.0,16.0,16.0,99.0,8.0
6702,0,No,None,Auditory,Male,Yes,69.0,14.0,15.0,8.0,94.0,8.0
6703,0,No,Clubs,Visual,Female,Yes,81.0,27.0,16.0,9.0,100.0,8.0
6704,0,Yes,None,Visual,Male,Yes,91.0,12.0,15.0,7.0,95.0,8.0
6705,2,Yes,Clubs,Visual,Male,No,69.0,10.0,16.0,14.0,95.0,8.0
6706,2,No,Clubs,Auditory,Female,No,76.0,21.0,15.0,13.0,94.0,8.0
6707,1,No,Clubs,Visual,Female,No,60.0,6.0,16.0,17.0,97.0,8.0
6708,1,No,Arts,Visual,Female,Yes,70.0,20.0,16.0,14.0,95.0,8.0
6709,2,No,None,Auditory,Female,Yes,67.0,16.0,15.0,18.0,97.0,8.0
6710,2,No,Arts,Auditory,Male,No,42.0,13.0,16.0,1.0,97.0,8.0
6711,2,No,Arts,Visual,Male,No,72.0,13.0,15.0,7.0,95.0,8.0
6712,0,No,None,Visual,Male,No,73.0,21.0,15.0,20.0,99.0,8.0
6713,2,No,Sports,Visual,Female,Yes,78.0,16.0,15.0,6.0,96.0,8.0
6714,1,No,None,Visual,Male,Yes,78.0,17.0,16.0,6.0,99.0,8.0
6715,1,No,Sports,Auditory,Female,No,53.0,22.0,15.0,8.0,98.0,8.0
6716,0,No,Sports,Auditory,Female,Yes,57.0,4.0,16.0,5.0,95.0,8.0
6717,2,No,Sports,Visual,Male,Yes,71.0,20.0,15.0,11.0,93.0,8.0
6718,0,No,Sports,Auditory,Male,Yes,70.0,14.0,15.0,18.0,97.0,8.0
6719,0,No,None,Visual,Female,Yes,91.0,10.0,16.0,6.0,93.0,8.0
6720,0,No,None,Visual,Female,Yes,87.0,23.0,16.0,9.0,96.0,8.0
6721,2,Yes,Clubs,Auditory,Male,Yes,58.0,10.0,15.0,11.0,95.0,8.0
6722,0,No,Arts,Visual,Female,Yes,86.0,18.0,15.0,8.0,99.0,8.0
6723,1,No,Arts,Auditory,Female,No,50.0,18.0,15.0,20.0,92.0,8.0
6724,1,Yes,Sports,Auditory,Female,Yes,75.0,16.0,16.0,18.0,94.0,8.0
6725,0,No,Sports,Auditory,Male,No,62.0,15.0,16.0,14.0,95.0,8.0
6726,1,Yes,Arts,Visual,Male,No,56.0,11.0,16.0,7.0,90.0,8.0
6727,1,No,Sports,Auditory,Male,No,62.0,15.0,16.0,9.0,98.0,8.0
6728,0,No,None,Auditory,Male,No,64.0,12.0,15.0,16.0,92.0,8.0
6729,1,No,Arts,Auditory,Male,No,55.0,25.0,16.0,20.0,90.0,8.0
6730,0,No,None,Auditory,Male,Yes,77.0,14.0,15.0,8.0,91.0,8.0
6731,1,Yes,Arts,Visual,Female,No,98.0,5.0,16.0,7.0,97.0,8.0
6732,1,Yes,None,Auditory,Female,No,83.0,15.0,16.0,8.0,92.0,8.0
6733,1,No,Sports,Visual,Female,No,48.0,18.0,16.0,0.0,90.0,7.0
6734,2,No,Clubs,Visual,Male,No,56.0,12.0,16.0,9.0,94.0,8.0
6735,0,Yes,Sports,Auditory,Male,Yes,78.0,11.0,16.0,9.0,94.0,8.0
6736,1,Yes,Clubs,Auditory,Male,Yes,41.0,26.0,16.0,0.0,75.0,6.0
6737,1,No,Clubs,Auditory,Female,Yes,64.0,1.0,15.0,19.0,95.0,8.0
6738,2,No,Arts,Auditory,Female,Yes,71.0,12.0,15.0,12.0,96.0,8.0
6739,1,No,Arts,Visual,Male,No,52.0,29.0,16.0,8.0,95.0,8.0
6740,1,Yes,Clubs,Auditory,Male,No,77.0,12.0,16.0,7.0,98.0,8.0
6741,0,Yes,NONE,Auditory,Female,Yes,69.0,9.0,15.0,9.0,93.0,8.0
6742,1,No,Clubs,Auditory,Male,Yes,61.0,18.0,16.0,8.0,100.0,8.0
6743,1,No,Sports,Visual,Female,Yes,61.0,11.0,15.0,16.0,92.0,7.0
6744,2,No,Clubs,Visual,Male,No,72.0,18.0,16.0,9.0,99.0,8.0
6745,2,No,None,Visual,Male,No,82.0,11.0,16.0,6.0,100.0,8.0
6746,1,No,Arts,Visual,Female,No,48.0,15.0,16.0,9.0,65.0,6.0
6747,0,Yes,Arts,Auditory,Female,Yes,72.0,16.0,15.0,15.0,100.0,8.0
6748,1,No,Clubs,Visual,Female,Yes,50.0,13.0,15.0,13.0,82.0,8.0
6749,0,Yes,None,Visual,Female,Yes,87.0,4.0,16.0,7.0,95.0,8.0
6750,1,No,Sports,Visual,Female,No,52.0,5.0,15.0,7.0,96.0,8.0
6751,1,No,None,Visual,Female,Yes,78.0,7.0,15.0,9.0,92.0,8.0
6752,0,No,Arts,Visual,Female,No,61.0,15.0,15.0,10.0,99.0,8.0
6753,2,No,None,Visual,Male,Yes,78.0,11.0,16.0,8.0,91.0,8.0
6754,1,No,Sports,Visual,Female,Yes,48.0,25.0,15.0,14.0,86.0,8.0
6755,0,No,None,Auditory,Female,No,83.0,3.0,16.0,9.0,97.0,8.0
6756,2,Yes,None,Visual,Female,No,75.0,18.0,16.0,8.0,100.0,8.0
6757,2,No,Sports,Auditory,Female,Yes,45.0,21.0,15.0,12.0,99.0,8.0
6758,2,No,Sports,Auditory,Male,Yes,60.0,18.0,15.0,8.0,95.0,8.0
